,experiment,measurement,replication,module,name,value_stored,value_current,absolute_error,relative_error
474,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,minSnir:histogram:rangemax,1,388.86,387.86,387.86
582,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceDuration:histogram:numbins,1,98,97,97
516,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],rtt:histogram:numbins,1,89,88,88
483,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,packetErrorRate:histogram:numbins,1,86,85,85
428,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:numbins,1,84,83,83
791,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],rtt:histogram:numbins,1,76,75,75
703,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:numbins,1,70,69,69
714,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceDuration:histogram:numbins,1,66,65,65
758,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,packetErrorRate:histogram:numbins,1,66,65,65
439,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceDuration:histogram:numbins,1,65,64,64
626,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,packetErrorRate:histogram:numbins,1,63,62,62
659,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:numbins,1,59,58,58
384,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:numbins,1,54,53,53
527,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:numbins,1,52,51,51
747,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,minSnir:histogram:numbins,1,51,50,50
472,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,minSnir:histogram:numbins,1,51,50,50
615,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,minSnir:histogram:numbins,1,50,49,49
571,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:numbins,1,49,48,48
727,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:rangemax,1,3,2,2
595,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:rangemax,1,3,2,2
452,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:rangemax,1,3,2,2
538,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:numbins,1,2,1,1
262,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,1,0,1,1
725,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:numbins,1,2,1,1
670,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:numbins,1,2,1,1
450,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:numbins,1,2,1,1
24,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,960,0,960,1
265,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:last,960,0,960,1
560,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:numbins,1,2,1,1
21,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:last,1,0,1,1
395,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:numbins,1,2,1,1
593,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:numbins,1,2,1,1
760,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,packetErrorRate:histogram:rangemax,1,1.32e-08,0.9999999868,0.9999999868
485,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,packetErrorRate:histogram:rangemax,1,1.72e-08,0.9999999828,0.9999999828
23,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,1,4.3e-07,0.99999957,0.99999957
26,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,960,0.0004128,959.9995872,0.99999957
264,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueLength:timeavg,1,4.7e-07,0.99999953,0.99999953
267,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueBitLength:timeavg,960,0.0004512,959.9995488,0.99999953
584,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceDuration:histogram:rangemax,1,9.2371e-05,0.999907629,0.999907629
716,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceDuration:histogram:rangemax,1,0.0001032,0.9998968,0.9998968
441,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceDuration:histogram:rangemax,1,0.0001032,0.9998968,0.9998968
386,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:rangemax,1,0.00054,0.99946,0.99946
661,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:rangemax,1,0.00059,0.99941,0.99941
573,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:rangemax,1,0.00098,0.99902,0.99902
131,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],ping loss rate (%),100,0.0999000999001,99.9000999000999,0.999000999000999
372,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],ping loss rate (%),100,0.0999000999001,99.9000999000999,0.999000999000999
529,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:rangemax,1,0.00104,0.99896,0.99896
705,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:rangemax,1,0.007,0.993,0.993
793,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],rtt:histogram:rangemax,1,0.0076,0.9924,0.9924
430,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:rangemax,1,0.0084,0.9916,0.9916
518,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],rtt:histogram:rangemax,1,0.0089,0.9911,0.9911
628,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,packetErrorRate:histogram:rangemax,1,1.26,0.26,0.26
7,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.radioMedium,reception cache hit,,82.998819362456,,
8,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.radioMedium,interference cache hit,,66.666666666667,,
9,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.radioMedium,noise cache hit,,0,,
10,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.radioMedium,snir cache hit,,50,,
11,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.radioMedium,reception decision cache hit,,50,,
12,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.radioMedium,reception result cache hit,,0,,
380,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:mean,,4.2957042957043e-07,,
381,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:stddev,,1.35910001366818e-05,,
382,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:min,,0,,
383,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:max,,0.00043,,
391,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:mean,,960,,
392,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:stddev,,0,,
393,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:min,,960,,
394,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:max,,960,,
414,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:stddev,,0,,
424,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:mean,,0.00104823518105,,
425,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:stddev,,0.000703560878049011,,
426,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:min,,0.00023236765,,
427,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:max,,0.008354728825,,
435,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceDuration:histogram:mean,,9.68418352601156e-05,,
436,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceDuration:histogram:stddev,,4.31432096211841e-06,,
437,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceDuration:histogram:min,,9.236765e-05,,
438,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceDuration:histogram:max,,0.000101,,
446,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:mean,,2,,
447,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:stddev,,0,,
448,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:min,,2,,
449,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:max,,2,,
468,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,minSnir:histogram:mean,,388.34778323485,,
469,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,minSnir:histogram:stddev,,0,,
470,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,minSnir:histogram:min,,388.34778323484,,
471,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,minSnir:histogram:max,,388.34778323484,,
479,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,packetErrorRate:histogram:mean,,6.823022091762e-09,,
480,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,packetErrorRate:histogram:stddev,,6.82387512947122e-09,,
481,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,packetErrorRate:histogram:min,,0,,
482,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.wlan[0].radio,packetErrorRate:histogram:max,,1.3646044183524e-08,,
512,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],rtt:histogram:mean,,0.00156760941575,,
513,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],rtt:histogram:stddev,,0.00073046464787102,,
514,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],rtt:histogram:min,,0.00034836765,,
515,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source1.app[0],rtt:histogram:max,,0.008890728825,,
523,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:mean,,0.000419923328175,,
524,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:stddev,,0.000208292575886855,,
525,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:min,,9.4e-05,,
526,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:max,,0.00085636765,,
534,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:mean,,960,,
535,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:stddev,,0,,
536,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:min,,960,,
537,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:max,,960,,
556,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:mean,,960,,
557,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:stddev,,0,,
558,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:min,,960,,
559,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:max,,960,,
567,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:mean,,0.000181224678,,
568,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:stddev,,0.00019587033158453,,
569,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:min,,9.23547e-05,,
570,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:max,,0.00085472235,,
578,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceDuration:histogram:mean,,9.2361175e-05,,
579,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceDuration:histogram:stddev,,6.47663848939491e-09,,
580,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceDuration:histogram:min,,9.23547e-05,,
581,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceDuration:histogram:max,,9.236765e-05,,
589,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:mean,,2,,
590,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:stddev,,0,,
591,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:min,,2,,
592,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:max,,2,,
611,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,minSnir:histogram:mean,,307.927778587805,,
612,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,minSnir:histogram:stddev,,159.211702911285,,
613,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,minSnir:histogram:min,,0.98657900378755,,
614,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,minSnir:histogram:max,,392.63069936005,,
622,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,packetErrorRate:histogram:mean,,0.211977940125611,,
623,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,packetErrorRate:histogram:stddev,,0.408749560508565,,
624,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,packetErrorRate:histogram:min,,0,,
625,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.destination.wlan[0].radio,packetErrorRate:histogram:max,,1,,
655,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:mean,,4.6953046953047e-07,,
656,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:stddev,,1.48552792191638e-05,,
657,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:min,,0,,
658,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,queueingTime:histogram:max,,0.00047,,
666,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:mean,,960,,
667,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:stddev,,0,,
668,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:min,,960,,
669,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,outgoingPacketLengths:histogram:max,,960,,
689,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.pendingQueue,incomingPacketLengths:histogram:stddev,,0,,
699,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:mean,,0.00106452834395,,
700,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:stddev,,0.000615070135722446,,
701,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:min,,0.0002323547,,
702,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:max,,0.005614715875,,
710,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceDuration:histogram:mean,,9.68355973025e-05,,
711,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceDuration:histogram:stddev,,4.32079318088058e-06,,
712,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceDuration:histogram:min,,9.23547e-05,,
713,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceDuration:histogram:max,,0.000101,,
721,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:mean,,2,,
722,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:stddev,,0,,
723,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:min,,2,,
724,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:max,,2,,
743,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,minSnir:histogram:mean,,392.63069936005,,
744,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,minSnir:histogram:stddev,,0,,
745,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,minSnir:histogram:min,,392.63069936005,,
746,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,minSnir:histogram:max,,392.63069936005,,
754,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,packetErrorRate:histogram:mean,,5.21576781764575e-09,,
755,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,packetErrorRate:histogram:stddev,,5.21641991089268e-09,,
756,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,packetErrorRate:histogram:min,,0,,
757,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.wlan[0].radio,packetErrorRate:histogram:max,,1.0431535635291e-08,,
787,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],rtt:histogram:mean,,0.0015676277716,,
788,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],rtt:histogram:stddev,,0.0006629846997895,,
789,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],rtt:histogram:min,,0.0003483547,,
790,InterferingSignals,,#0,MediumActivityInterferingSignalsShowcase.source2.app[0],rtt:histogram:max,,0.006133083525,,
