,experiment,measurement,replication,module,name,value_stored,value_current,absolute_error,relative_error
570,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].mac.dcf,frameSequenceDuration:histogram:min,,0.000428109644,,
571,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].mac.dcf,frameSequenceDuration:histogram:max,,0.000428109644,,
579,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:mean,,2,,
580,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:stddev,,0,,
581,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:min,,2,,
582,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:max,,2,,
601,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,minSnir:histogram:mean,,489.144388025965,,
602,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,minSnir:histogram:stddev,,0,,
603,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,minSnir:histogram:min,,489.14438802596,,
604,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,minSnir:histogram:max,,489.14438802596,,
612,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,packetErrorRate:histogram:mean,,1.02158281833909e-10,,
613,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,packetErrorRate:histogram:stddev,,1.02417238603822e-10,,
614,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,packetErrorRate:histogram:min,,0,,
615,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.relay.wlan[0].radio,packetErrorRate:histogram:max,,2.0431656366782e-10,,
733,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,minSnir:histogram:mean,,489.144388025965,,
734,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,minSnir:histogram:stddev,,0,,
735,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,minSnir:histogram:min,,489.14438802596,,
736,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,minSnir:histogram:max,,489.14438802596,,
744,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,packetErrorRate:histogram:mean,,0,,
745,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,packetErrorRate:histogram:stddev,,0,,
746,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,packetErrorRate:histogram:min,,0,,
747,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.wlan[0].radio,packetErrorRate:histogram:max,,0,,
777,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.app[0],endToEndDelay:histogram:mean,,0.000966331866222222,,
778,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.app[0],endToEndDelay:histogram:stddev,,0.000189260405615618,,
779,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.app[0],endToEndDelay:histogram:min,,0.000664109644,,
780,MultipleNodes,,#0,MediumActivityMultipleNodesShowcase.destination.app[0],endToEndDelay:histogram:max,,0.001284109644,,
