,experiment,measurement,replication,module,name,value_stored,value_current,absolute_error,relative_error
451,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:mean,,0.000429113124,,
452,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:stddev,,0,,
453,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:min,,0.000429113124,,
454,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf.channelAccess.inProgressFrames,queueingTime:histogram:max,,0.000429113124,,
462,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceDuration:histogram:mean,,0.000429113124,,
463,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceDuration:histogram:stddev,,0,,
464,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceDuration:histogram:min,,0.000429113124,,
465,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceDuration:histogram:max,,0.000429113124,,
473,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:mean,,2,,
474,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:stddev,,0,,
475,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:min,,2,,
476,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].mac.dcf,frameSequenceNumPackets:histogram:max,,2,,
495,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,minSnir:histogram:mean,,449.254850132737,,
496,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,minSnir:histogram:stddev,,0,,
497,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,minSnir:histogram:min,,449.25485013274,,
498,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,minSnir:histogram:max,,449.25485013274,,
506,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,packetErrorRate:histogram:mean,,0,,
507,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,packetErrorRate:histogram:stddev,,0,,
508,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,packetErrorRate:histogram:min,,0,,
509,DisplayingSignalsTransmissionsReceptions,,#0,MediumActivityDisplayingSignalsTransmissionsReceptionsShowcase.host1.wlan[0].radio,packetErrorRate:histogram:max,,0,,
