,experiment,measurement,replication,module,name,value_stored,value_current,relative_error
29354,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.bridging.streamCoder.decoder,outgoingDataRate:vector:min,46131318.881919824,0,-inf
26300,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:count,135,0,-inf
26286,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:sum,29198102.43978139,0,-inf
26288,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:count,135,0,-inf
26295,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
26297,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,135,0,-inf
20819,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.outboundEmitter,incomingDataRate:vector:min,49576691.194582157,0,-inf
26299,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:sum,1356480,0,-inf
26307,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sum,1356480,0,-inf
26282,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:mean,14599051.219890695,0,-inf
26308,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sumweights,135,0,-inf
26309,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedPackets:count,135,0,-inf
30447,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].macLayer.server,outgoingDataRate:vector:min,47183173.058380537,0,-inf
10813,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.paddingInserter,outgoingDataRate:vector:min,120647299.32109077,0,-inf
30669,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.outboundEmitter,incomingDataRate:vector:min,47483702.823083602,0,-inf
10782,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.paddingInserter,incomingDataRate:vector:min,120647299.32109077,0,-inf
26283,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:min,12788902.024607435,0,-inf
3541,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.receiver,throughput:vector:min,47483702.823083602,0,-inf
20597,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.server,outgoingDataRate:vector:min,49262914.668034174,0,-inf
35240,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:histogram:max,0.00080014241399999997,0,-inf
35253,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:vector:mean,0.00018388492797148887,0,-inf
35252,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:vector:max,0.00080014241399999997,0,-inf
10996,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021q.qTagHeaderChecker,outgoingDataRate:vector:min,64576511.573534459,0,-inf
35247,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:histogram:stddev,0.00016935065598650613,0,-inf
35246,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:histogram:rangemin,0,-0.5,-inf
35241,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:histogram:mean,0.00018388492797148887,0,-inf
30416,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].macLayer.server,incomingDataRate:vector:min,47183173.058380537,0,-inf
26281,General,,#0,AutomaticMultipathConfigurationShowcase.s3a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:max,16409200.415173955,0,-inf
35229,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueLength:timeavg,1.7413902678900024,0,-inf
3529,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.receiver,throughput:histogram:min,47483702.823083602,0,-inf
3533,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.receiver,throughput:histogram:rangemin,42500000,0,-inf
20850,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.outboundEmitter,outgoingDataRate:vector:min,49576691.194582157,0,-inf
10965,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021q.qTagHeaderChecker,incomingDataRate:vector:min,64786858.516770728,0,-inf
35217,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueBitLength:timeavg,17497.489411758736,0,-inf
30700,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.outboundEmitter,outgoingDataRate:vector:min,47483702.823083602,0,-inf
10691,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.macHeaderInserter,outgoingDataRate:vector:min,120647299.32109077,0,-inf
35257,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:vector:sum,0.17413902678899995,0,-inf
31222,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,134,0,-inf
31208,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedDataRate:vector:min,12774307.653390864,0,-inf
31211,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedDataRate:vector:sum,26490530.420019709,0,-inf
5277,General,,#0,AutomaticMultipathConfigurationShowcase.s1.bridging.directionReverser.reverser,outgoingDataRate:vector:min,64576511.573534459,0,-inf
31213,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:count,134,0,-inf
10233,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.fcsChecker,incomingDataRate:vector:min,66048940.176188342,0,-inf
31220,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
10013,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[2].phyLayer.receiver,throughput:vector:min,91337953.517082304,0,-inf
10264,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.fcsChecker,outgoingDataRate:vector:min,65838593.232952073,0,-inf
5368,General,,#0,AutomaticMultipathConfigurationShowcase.s1.bridging.interfaceRelay.learner,incomingDataRate:vector:min,64576511.573534459,0,-inf
20010,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPackets:count,124,0,-inf
20009,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sumweights,124,0,-inf
20008,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sum,1245952,0,-inf
20001,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:count,124,0,-inf
20000,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:sum,1245952,0,-inf
31207,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedDataRate:vector:mean,13245265.210009854,0,-inf
31206,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].macLayer.fcsChecker,droppedDataRate:vector:max,13716222.766628845,0,-inf
30974,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.phyHeaderInserter,incomingDataRate:vector:min,47183173.058380537,0,-inf
31120,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.transmitter,throughput:histogram:rangemin,42500000,0,-inf
10660,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.macHeaderInserter,incomingDataRate:vector:min,119298208.1146249,0,-inf
31005,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.phyHeaderInserter,outgoingDataRate:vector:min,47483702.823083602,0,-inf
20566,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.server,incomingDataRate:vector:min,49262914.668034174,0,-inf
10569,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.macHeaderChecker,outgoingDataRate:vector:min,65102378.931625135,0,-inf
20491,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.queue,outgoingDataRate:vector:min,49262914.668034174,0,-inf
31116,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.transmitter,throughput:histogram:min,47483702.823083602,0,-inf
20460,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.queue,incomingDataRate:vector:min,49262914.668034174,0,-inf
5246,General,,#0,AutomaticMultipathConfigurationShowcase.s1.bridging.directionReverser.reverser,incomingDataRate:vector:min,64576511.573534459,0,-inf
20380,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.outboundEmitter,outgoingDataRate:vector:min,49262914.668034174,0,-inf
10538,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.macHeaderChecker,incomingDataRate:vector:min,65838593.232952073,0,-inf
31128,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].phyLayer.transmitter,throughput:vector:min,47483702.823083602,0,-inf
20349,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.outboundEmitter,incomingDataRate:vector:min,49262914.668034174,0,-inf
10386,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.fcsInserter,outgoingDataRate:vector:min,121032753.95150959,0,-inf
10355,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ethernet.fcsInserter,incomingDataRate:vector:min,120647299.32109077,0,-inf
35256,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].macLayer.queue,queueingTime:vector:stddev,0.00016935065598650613,0,-inf
3337,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.phyHeaderChecker,outgoingDataRate:vector:min,47183173.058380537,0,-inf
19996,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
2312,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sum,1266048,0,-inf
35975,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].phyLayer.transmitter,throughput:vector:min,91337953.517082304,0,-inf
2293,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:count,126,0,-inf
2300,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
2302,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,126,0,-inf
2304,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:sum,1266048,0,-inf
2305,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:count,126,0,-inf
2313,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sumweights,126,0,-inf
21370,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
2314,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedPackets:count,126,0,-inf
21363,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:histogram:count,156,0,-inf
21361,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:sum,32508290.278754048,0,-inf
2409,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,incomingDataRate:vector:min,47183173.058380537,0,-inf
35967,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].phyLayer.transmitter,throughput:histogram:rangemin,89400000,0,-inf
21358,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:min,14682901.976437999,0,-inf
2291,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedDataRate:vector:sum,24569808.802442878,0,-inf
2288,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedDataRate:vector:min,11601584.89185128,0,-inf
21357,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:mean,16254145.139377024,0,-inf
21384,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPackets:count,156,0,-inf
21632,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.inboundEmitter,outgoingDataRate:vector:min,66048940.176188342,0,-inf
29598,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.bridging.streamIdentifier.identifier,outgoingDataRate:vector:min,46131318.881919824,0,-inf
21601,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.inboundEmitter,incomingDataRate:vector:min,66048940.176188342,0,-inf
21510,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,outgoingDataRate:vector:min,49262914.668034174,0,-inf
21479,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,incomingDataRate:vector:min,66048940.176188342,0,-inf
11423,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021r.rTagHeaderInserter,outgoingDataRate:vector:min,119298208.1146249,0,-inf
21383,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:vector:sumweights,156,0,-inf
2287,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedDataRate:vector:mean,12284904.401221439,0,-inf
21382,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:vector:sum,1567488,0,-inf
29750,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.bridging.streamRelay.merger,incomingDataRate:vector:min,46131318.881919824,0,-inf
21375,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:vector:count,156,0,-inf
21374,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:sum,1567488,0,-inf
21372,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,156,0,-inf
2286,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,droppedDataRate:vector:max,12968223.910591597,0,-inf
35963,General,,#0,AutomaticMultipathConfigurationShowcase.source.eth[0].phyLayer.transmitter,throughput:histogram:min,91337953.517082304,0,-inf
21356,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:max,17825388.302316051,0,-inf
30341,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].macLayer.queue,outgoingDataRate:vector:min,47183173.058380537,0,-inf
13699,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,108,0,-inf
21155,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,outgoingDataRate:vector:min,49576691.194582157,0,-inf
30310,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].macLayer.queue,incomingDataRate:vector:min,47183173.058380537,0,-inf
13688,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:sum,21517935.739852108,0,-inf
13690,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:count,108,0,-inf
21124,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,incomingDataRate:vector:min,49262914.668034174,0,-inf
13697,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
3306,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.phyHeaderChecker,incomingDataRate:vector:min,47483702.823083602,0,-inf
13685,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:min,10649582.770196049,0,-inf
13701,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:sum,1085184,0,-inf
13702,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:count,108,0,-inf
13709,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sum,1085184,0,-inf
13710,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPacketLengths:vector:sumweights,108,0,-inf
11087,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021q.qTagHeaderInserter,incomingDataRate:vector:min,118334571.53857785,0,-inf
13711,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedPackets:count,108,0,-inf
3023,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.inboundEmitter,outgoingDataRate:vector:min,47483702.823083602,0,-inf
11118,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021q.qTagHeaderInserter,outgoingDataRate:vector:min,118720026.16899668,0,-inf
2440,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.fcsChecker,outgoingDataRate:vector:min,38469639.515464842,0,-inf
21266,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.transmitter,throughput:histogram:min,49576691.194582157,0,-inf
29068,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.bridging.directionReverser.reverser,incomingDataRate:vector:min,46131318.881919824,0,-inf
11392,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021r.rTagHeaderInserter,incomingDataRate:vector:min,118720026.16899668,0,-inf
29781,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.bridging.streamRelay.merger,outgoingDataRate:vector:min,46131318.881919824,0,-inf
2531,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.inboundEmitter,incomingDataRate:vector:min,47183173.058380537,0,-inf
21278,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.transmitter,throughput:vector:min,49576691.194582157,0,-inf
21270,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].phyLayer.transmitter,throughput:histogram:rangemin,42500000,0,-inf
11301,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021r.rTagHeaderChecker,outgoingDataRate:vector:min,64786858.516770728,0,-inf
13684,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:mean,10758967.869926054,0,-inf
2562,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].macLayer.inboundEmitter,outgoingDataRate:vector:min,47183173.058380537,0,-inf
30199,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].macLayer.outboundEmitter,incomingDataRate:vector:min,47183173.058380537,0,-inf
11270,General,,#0,AutomaticMultipathConfigurationShowcase.s1.ieee8021r.rTagHeaderChecker,incomingDataRate:vector:min,65102378.931625135,0,-inf
2992,General,,#0,AutomaticMultipathConfigurationShowcase.destination.eth[1].phyLayer.inboundEmitter,incomingDataRate:vector:min,47483702.823083602,0,-inf
30230,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[0].macLayer.outboundEmitter,outgoingDataRate:vector:min,47183173.058380537,0,-inf
13683,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[1].macLayer.fcsChecker,droppedDataRate:vector:max,10868352.96965606,0,-inf
19998,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,124,0,-inf
19989,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[1].macLayer.fcsChecker,droppedPacketLengths:histogram:count,124,0,-inf
22093,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.eth[2].phyLayer.inboundEmitter,outgoingDataRate:vector:min,66469634.06266088,0,-inf
15075,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:sum,1436864,0,-inf
33566,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ieee8021q.qTagHeaderInserter,outgoingDataRate:vector:min,46281583.764271356,0,-inf
17875,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.directionReverser.reverser,outgoingDataRate:vector:min,48438989.704481088,0,-inf
17844,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.directionReverser.reverser,incomingDataRate:vector:min,48438989.704481088,0,-inf
15071,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:histogram:rangemin,10047,0,-inf
15073,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:histogram:sumweights,143,0,-inf
8680,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[1].phyLayer.transmitter,throughput:vector:min,66469634.06266088,0,-inf
6594,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[0].macLayer.server,incomingDataRate:vector:min,66048940.176188342,0,-inf
15062,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedDataRate:vector:sum,28955423.012771621,0,-inf
31943,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].phyLayer.inboundEmitter,outgoingDataRate:vector:min,55384600.453153603,0,-inf
33535,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ieee8021q.qTagHeaderInserter,incomingDataRate:vector:min,46131318.881919824,0,-inf
15076,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:vector:count,143,0,-inf
8672,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[1].phyLayer.transmitter,throughput:histogram:rangemin,62000000,0,-inf
15083,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:vector:sum,1436864,0,-inf
15084,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:vector:sumweights,143,0,-inf
15064,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPacketLengths:histogram:count,143,0,-inf
15059,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedDataRate:vector:min,14214129.293935329,0,-inf
15085,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedPackets:count,143,0,-inf
18033,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.interfaceRelay.selector,packetDropped:vector(packetBytes):sum,132624,0,-inf
33840,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ieee8021r.rTagHeaderInserter,incomingDataRate:vector:min,46281583.764271356,0,-inf
8760,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[2].macLayer.fcsChecker,droppedDataRate:vector:min,17744941.409089983,0,-inf
8759,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[2].macLayer.fcsChecker,droppedDataRate:vector:mean,19359810.791179657,0,-inf
8758,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[2].macLayer.fcsChecker,droppedDataRate:vector:max,20974680.173269328,0,-inf
31912,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.eth[1].phyLayer.inboundEmitter,incomingDataRate:vector:min,55384600.453153603,0,-inf
18034,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.interfaceRelay.selector,packetDropped:vector(packetBytes):sumweights,108,0,-inf
6519,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[0].macLayer.queue,outgoingDataRate:vector:min,66048940.176188342,0,-inf
33718,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ieee8021r.rTagHeaderChecker,incomingDataRate:vector:min,46506981.087798655,0,-inf
18026,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.interfaceRelay.selector,packetDropped:vector(packetBytes):count,108,0,-inf
33749,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ieee8021r.rTagHeaderChecker,outgoingDataRate:vector:min,46281583.764271356,0,-inf
18025,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.interfaceRelay.selector,packetDropped:sum(packetBytes),132624,0,-inf
18024,General,,#0,AutomaticMultipathConfigurationShowcase.s2b.bridging.interfaceRelay.selector,packetDropped:count,108,0,-inf
15057,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedDataRate:vector:max,14741293.718836293,0,-inf
15058,General,,#0,AutomaticMultipathConfigurationShowcase.s2a.eth[2].macLayer.fcsChecker,droppedDataRate:vector:mean,14477711.506385811,0,-inf
8668,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[1].phyLayer.transmitter,throughput:histogram:min,66469634.06266088,0,-inf
6625,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[0].macLayer.server,outgoingDataRate:vector:min,66048940.176188342,0,-inf
6488,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[0].macLayer.queue,incomingDataRate:vector:min,66048940.176188342,0,-inf
32712,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ethernet.fcsChecker,outgoingDataRate:vector:min,47032908.176029012,0,-inf
7306,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[0].phyLayer.transmitter,throughput:vector:min,66469634.06266088,0,-inf
32986,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ethernet.macHeaderChecker,incomingDataRate:vector:min,47032908.176029012,0,-inf
7999,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[1].macLayer.server,outgoingDataRate:vector:min,66048940.176188342,0,-inf
32834,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ethernet.fcsInserter,outgoingDataRate:vector:min,47183173.058380537,0,-inf
32803,General,,#0,AutomaticMultipathConfigurationShowcase.s3b.ethernet.fcsInserter,incomingDataRate:vector:min,47032908.176029012,0,-inf
7968,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[1].macLayer.server,incomingDataRate:vector:min,66048940.176188342,0,-inf
7751,General,,#0,AutomaticMultipathConfigurationShowcase.s1.eth[1].macLayer.outboundEmitter,incomingDataRate:vector:min,66048940.176188342,0,-inf
