,experiment,measurement,replication,module,name,value_stored,value_current,relative_error
27882,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
31979,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.outboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
27879,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
27874,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,incomingDataRate:vector:count,10,1,-2.3025850929940459
27852,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
27849,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
27844,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
21354,General,,#0,ManualConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:count,10,1,-2.3025850929940459
21359,General,,#0,ManualConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
21362,General,,#0,ManualConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,droppedDataRate:vector:sumweights,10,1,-2.3025850929940459
21385,General,,#0,ManualConfigurationShowcase.s2b.eth[2].macLayer.fcsChecker,flowDroppedDataRate:vector:count,10,1,-2.3025850929940459
21222,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.receiver,throughput:histogram:count,10,1,-2.3025850929940459
32106,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,droppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
32109,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,droppedDataRate:vector:sumweights,10,1,-2.3025850929940459
21095,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
20973,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
20976,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
20998,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,incomingDataRate:vector:count,10,1,-2.3025850929940459
21003,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
21006,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
21029,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,outgoingDataRate:vector:count,10,1,-2.3025850929940459
21034,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
21037,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
21060,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
21065,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
21068,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
21090,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
21098,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderInserter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
32132,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:count,10,1,-2.3025850929940459
32200,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
32197,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
32192,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
27913,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
32170,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
27910,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
32167,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
32162,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
32140,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:sumweights,10,1,-2.3025850929940459
27905,General,,#0,ManualConfigurationShowcase.s3a.ethernet.fcsInserter,outgoingDataRate:vector:count,10,1,-2.3025850929940459
32137,General,,#0,ManualConfigurationShowcase.s3b.eth[1].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
30818,General,,#0,ManualConfigurationShowcase.s3b.eth[0].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
20913,General,,#0,ManualConfigurationShowcase.s2b.eth[1].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
14136,General,,#0,ManualConfigurationShowcase.s2a.eth[1].macLayer.queue,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
16933,General,,#0,ManualConfigurationShowcase.s2a.ethernet.macHeaderInserter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35487,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.outboundEmitter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6160,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,outgoingDataRate:vector:count,10,1,-2.3025850929940459
6165,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6168,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
6191,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6196,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6199,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6221,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
6226,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6229,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
6251,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,incomingDataRate:vector:count,10,1,-2.3025850929940459
6256,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6259,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6282,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,outgoingDataRate:vector:count,10,1,-2.3025850929940459
6287,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6290,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.inboundEmitter,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
6313,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.outboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6318,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.outboundEmitter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6321,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.outboundEmitter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6343,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.outboundEmitter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
6348,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.outboundEmitter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6351,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.outboundEmitter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35490,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.outboundEmitter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
6446,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.queue,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6451,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.queue,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6454,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.queue,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6455,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.queue,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
6460,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.queue,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6137,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6134,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6129,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,incomingDataRate:vector:count,10,1,-2.3025850929940459
35582,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,droppedDataRate:vector:sumweights,10,1,-2.3025850929940459
5839,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
5842,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowDroppedDataRate:vector:sumweights,10,1,-2.3025850929940459
5864,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
5869,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
5872,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
5894,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
5899,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
5902,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35635,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
35613,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:sumweights,10,1,-2.3025850929940459
35610,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35605,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:count,10,1,-2.3025850929940459
35579,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,droppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6107,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35574,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.phyHeaderChecker,droppedDataRate:vector:count,10,1,-2.3025850929940459
6008,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,droppedDataRate:vector:count,10,1,-2.3025850929940459
6013,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,droppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6016,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,droppedDataRate:vector:sumweights,10,1,-2.3025850929940459
6039,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowDroppedDataRate:vector:count,10,1,-2.3025850929940459
6044,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6047,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowDroppedDataRate:vector:sumweights,10,1,-2.3025850929940459
6069,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6074,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6077,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6099,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
6104,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.fcsChecker,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6463,General,,#0,ManualConfigurationShowcase.s1.eth[0].macLayer.queue,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35482,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.outboundEmitter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
5811,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,droppedDataRate:vector:sumweights,10,1,-2.3025850929940459
35460,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.outboundEmitter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6818,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.outboundEmitter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6821,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.outboundEmitter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35232,General,,#0,ManualConfigurationShowcase.source.eth[0].macLayer.queue,queueLength:vector:max,10,1,-2.3025850929940459
35228,General,,#0,ManualConfigurationShowcase.source.eth[0].macLayer.queue,queueLength:max,10,1,-2.3025850929940459
6905,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,droppedDataRate:vector:count,10,1,-2.3025850929940459
6910,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,droppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6913,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,droppedDataRate:vector:sumweights,10,1,-2.3025850929940459
6936,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:count,10,1,-2.3025850929940459
6941,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6944,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowDroppedDataRate:vector:sumweights,10,1,-2.3025850929940459
6966,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6971,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6974,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6996,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
7001,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
7004,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
7026,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,incomingDataRate:vector:count,10,1,-2.3025850929940459
7031,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
7034,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
7057,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,outgoingDataRate:vector:count,10,1,-2.3025850929940459
7062,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
7065,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderChecker,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
7088,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderInserter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
7093,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderInserter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
7096,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderInserter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
7118,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderInserter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
7123,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.phyHeaderInserter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6813,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.outboundEmitter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
6791,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.outboundEmitter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6788,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.outboundEmitter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35326,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35457,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.outboundEmitter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35452,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.outboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
35420,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35417,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35412,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,outgoingDataRate:vector:count,10,1,-2.3025850929940459
35389,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
35386,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35381,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,incomingDataRate:vector:count,10,1,-2.3025850929940459
35359,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
35356,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
35351,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
35329,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
35321,General,,#0,ManualConfigurationShowcase.source.eth[0].phyLayer.inboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6783,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.outboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6652,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
6657,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6660,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6682,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
6687,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6690,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
6712,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,incomingDataRate:vector:count,10,1,-2.3025850929940459
6717,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,incomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6720,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,incomingDataRate:vector:sumweights,10,1,-2.3025850929940459
6743,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,outgoingDataRate:vector:count,10,1,-2.3025850929940459
6748,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,outgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
6751,General,,#0,ManualConfigurationShowcase.s1.eth[0].phyLayer.inboundEmitter,outgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
5834,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,flowDroppedDataRate:vector:count,10,1,-2.3025850929940459
5808,General,,#0,ManualConfigurationShowcase.s1.bridging.streamRelay.merger,droppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
4404,General,,#0,ManualConfigurationShowcase.destination.ieee8021q.qTagHeaderChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
36065,General,,#0,ManualConfigurationShowcase.source.ethernet.fcsChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
4709,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowDroppedDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
4712,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowDroppedDataRate:vector:sumweights,10,1,-2.3025850929940459
4734,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
4739,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
4742,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
4764,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowOutgoingDataRate:vector:count,10,1,-2.3025850929940459
4769,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowOutgoingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
4772,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,flowOutgoingDataRate:vector:sumweights,10,1,-2.3025850929940459
4794,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,incomingDataRate:vector:count,20,2,-2.3025850929940459
36098,General,,#0,ManualConfigurationShowcase.source.ethernet.fcsChecker,flowIncomingDataRate:vector:sumweights,10,1,-2.3025850929940459
4802,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,incomingDataRate:vector:sumweights,20,2,-2.3025850929940459
36095,General,,#0,ManualConfigurationShowcase.source.ethernet.fcsChecker,flowIncomingDataRate:vector:starttime,0.01,0.10000000000000001,2.3025850929940459
4825,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,outgoingDataRate:vector:count,20,2,-2.3025850929940459
36090,General,,#0,ManualConfigurationShowcase.source.ethernet.fcsChecker,flowIncomingDataRate:vector:count,10,1,-2.3025850929940459
4833,General,,#0,ManualConfigurationShowcase.destination.ieee8021r.rTagHeaderChecker,outgoingDataRate:vector:sumweights,20,2,-2.3025850929940459
